giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
34,BOBOTOTTI,TEAM GLIDER,home,1,1,D,66.0,433,0.5,2.0
34,TEAM GLIDER,BOBOTOTTI,away,1,1,D,68.5,442,,
34,TEAM YANGTUO,CHELSEA,home,2,2,D,73.0,343,,2.0
34,CHELSEA,TEAM YANGTUO,away,2,2,D,77.5,343,,
35,VINCENZO,TEAM GLIDER,home,0,3,L,65.5,442,1.0,2.0
35,TEAM GLIDER,VINCENZO,away,3,0,W,78.5,442,2.0,
35,TOMATO,ASS ASS IN FC,home,1,0,W,69.5,343,,2.0
35,ASS ASS IN FC,TOMATO,away,0,1,L,63.5,433,0.5,
35,TEAM YANGTUO,PAUL POGSHAO,home,3,4,L,81.5,433,,2.0
35,PAUL POGSHAO,TEAM YANGTUO,away,4,3,W,87.0,433,2.0,
35,CHELSEA,TEAM WOLFLING,home,1,0,W,70.5,343,,2.0
35,TEAM WOLFLING,CHELSEA,away,0,1,L,64.0,442,0.5,
35,TEAM HAIR FLICK,BOBOTOTTI,home,1,1,D,67.0,433,,2.0
35,BOBOTOTTI,TEAM HAIR FLICK,away,1,1,D,70.0,433,2.0,
36,TEAM GLIDER,CHELSEA,home,1,0,W,66.5,442,2.0,2.0
36,CHELSEA,TEAM GLIDER,away,0,1,L,57.5,343,,
36,PAUL POGSHAO,TEAM HAIR FLICK,home,2,2,D,77.5,442,2.0,2.0
36,TEAM HAIR FLICK,PAUL POGSHAO,away,2,2,D,72.5,433,0.5,
36,TEAM WOLFLING,TOMATO,home,1,1,D,68.0,442,0.5,2.0
36,TOMATO,TEAM WOLFLING,away,1,1,D,67.5,352,,
36,BOBOTOTTI,VINCENZO,home,4,2,W,84.5,343,,2.0
36,VINCENZO,BOBOTOTTI,away,2,4,L,73.5,343,,
36,ASS ASS IN FC,TEAM YANGTUO,home,1,1,D,67.0,433,0.5,2.0
36,TEAM YANGTUO,ASS ASS IN FC,away,1,1,D,71.5,343,,
