participant,role,player,club,costo,credits_residui
ChowpouRoma,D,Nelsson,Ver,4.0,1.0
bushaozi,C,Lobotka,Nap,9.0,0.0
ChowpouRoma,C,De Roon,Ata,13.0,1.0
bushaozi,C,Adopo,Cag,5.0,0.0
ChowpouRoma,C,Bernardeschi,Bol,7.0,1.0
bushaozi,C,Thuram K.,Juv,41.0,0.0
ChowpouRoma,C,Mazzitelli,Cag,13.0,1.0
bushaozi,C,Ferguson,Bol,5.0,0.0
ChowpouRoma,C,Calhanoglu,Int,31.0,1.0
bushaozi,C,Suslov,Ver,1.0,0.0
ChowpouRoma,C,Mkhitaryan,Int,11.0,1.0
bushaozi,C,Konè I.,Sas,17.0,0.0
ChowpouRoma,C,Volpato,Sas,6.0,1.0
bushaozi,C,Paz N.,Com,95.0,0.0
ChowpouRoma,C,Conceicao,Juv,20.0,1.0
bushaozi,C,Taylor K.,Laz,14.0,0.0
ChowpouRoma,C,Venturino,Rom,2.0,1.0
bushaozi,A,Martinez L.,Int,94.0,0.0
ChowpouRoma,A,Kean,Fio,89.0,1.0
bushaozi,A,Solomon,Fio,9.0,0.0
ChowpouRoma,A,Dia,Laz,22.0,1.0
bushaozi,A,Krstovic,Ata,22.0,0.0
ChowpouRoma,A,Soulè,Rom,85.0,1.0
bushaozi,A,Moro L.,Sas,2.0,0.0
ChowpouRoma,A,Sulemana K.,Ata,11.0,1.0
bushaozi,A,Frigan,Par,1.0,0.0
ChowpouRoma,A,Laurientè,Sas,15.0,1.0
bushaozi,A,Durosinmi,Pis,15.0,0.0
ChowpouRoma,A,Njie,Tor,6.0,1.0
FC McDonald,P,Falcone,Lec,14.0,0.0
Team Delvecchio23,P,De Gea,Fio,10.0,0.0
FC McDonald,P,Provedel,Laz,12.0,0.0
Team Delvecchio23,P,Suzuki,Par,7.0,0.0
FC McDonald,P,Furlanetto,Laz,1.0,0.0
Team Delvecchio23,P,Corvi,Par,1.0,0.0
FC McDonald,D,Zappacosta,Ata,13.0,0.0
Team Delvecchio23,D,Mancini,Rom,31.0,0.0
FC McDonald,D,Di Lorenzo,Nap,32.0,0.0
Team Delvecchio23,D,Kolasinac,Ata,4.0,0.0
FC McDonald,D,Doig,Sas,6.0,0.0
Team Delvecchio23,D,Buongiorno,Nap,40.0,0.0
FC McDonald,D,Zemura,Udi,4.0,0.0
Team Delvecchio23,D,N'Dicka,Rom,25.0,0.0
FC McDonald,D,Van Der Brempt,Com,4.0,0.0
Team Delvecchio23,D,Celik,Rom,6.0,0.0
FC McDonald,D,Rensch,Rom,5.0,0.0
Team Delvecchio23,D,Tomori,Mil,19.0,0.0
FC McDonald,D,Vitik,Bol,8.0,0.0
Team Delvecchio23,D,Ostigard,Gen,5.0,0.0
FC McDonald,D,Angori,Pis,7.0,0.0
Team Delvecchio23,D,Ehizibue,Udi,4.0,0.0
FC McDonald,C,Pellegrini Lo.,Rom,12.0,0.0
Team Delvecchio23,C,Zielinski,Int,22.0,0.0
FC McDonald,C,Deiola,Cag,6.0,0.0
Team Delvecchio23,C,Freuler,Bol,5.0,0.0
FC McDonald,C,Matic,Sas,5.0,0.0
Team Delvecchio23,C,Frattesi,Int,22.0,0.0
FC McDonald,C,Modric,Mil,32.0,0.0
Team Delvecchio23,C,Saelemaekers,Mil,41.0,0.0
FC McDonald,C,Zalewski,Ata,25.0,0.0
Team Delvecchio23,C,Konè M.,Rom,50.0,0.0
FC McDonald,C,Gudmundsson A.,Fio,69.0,0.0
Team Delvecchio23,C,Ederson D.S.,Ata,19.0,0.0
FC McDonald,C,Zarraga,Udi,3.0,0.0
Team Delvecchio23,C,Thorstvedt,Sas,7.0,0.0
FC McDonald,C,Prati,Tor,5.0,0.0
Team Delvecchio23,C,Pisilli,Rom,6.0,0.0
FC McDonald,A,Berardi,Sas,47.0,0.0
Team Delvecchio23,A,Pinamonti,Sas,19.0,0.0
FC McDonald,A,Simeone,Tor,18.0,0.0
Team Delvecchio23,A,Scamacca,Ata,46.0,0.0
FC McDonald,A,David,Juv,60.0,0.0
Team Delvecchio23,A,Orban G.,Ver,21.0,0.0
FC McDonald,A,Borrelli,Cag,13.0,0.0
Team Delvecchio23,A,Vaz,Rom,12.0,0.0
FC McDonald,A,Kuhn,Com,6.0,0.0
Team Delvecchio23,A,Esposito F.P.,Int,20.0,0.0
FC McDonald,A,Giovane,Nap,7.0,0.0
Team Delvecchio23,A,Rodriguez Je.,Com,30.0,0.0
Team SJ,P,Di Gennaro,Int,1.0,2.0
Highriver,P,Skorupski,Bol,15.0,20.0
Team SJ,P,Sommer,Int,40.0,2.0
Highriver,P,Milinkovic-Savic V.,Nap,8.0,20.0
Team SJ,P,Martinez Jo.,Int,2.0,2.0
Highriver,P,Ravaglia F.,Bol,3.0,20.0
Team SJ,D,Bastoni,Int,40.0,2.0
Highriver,D,Dimarco,Int,51.0,20.0
Team SJ,D,Bremer,Juv,31.0,2.0
Highriver,D,Luperto,Cre,10.0,20.0
Team SJ,D,Diego Carlos,Com,9.0,2.0
Highriver,D,Darmian,Int,4.0,20.0
Team SJ,D,Hermoso,Rom,15.0,2.0
Highriver,D,Sernicola,Cre,1.0,20.0
Team SJ,D,Scalvini,Ata,14.0,2.0
Highriver,D,Bellanova,Ata,36.0,20.0
Team SJ,D,Ramon,Com,20.0,2.0
Highriver,D,Dodò,Fio,31.0,20.0
Team SJ,D,Bernasconi,Ata,4.0,2.0
Highriver,D,Esteves T.,Pis,1.0,20.0
Team SJ,D,Ziolkowski,Rom,3.0,2.0
Highriver,D,Ndaba,Lec,1.0,20.0
Team SJ,C,Cristante,Rom,24.0,2.0
Highriver,C,Odgaard,Bol,42.0,20.0
Team SJ,C,Fagioli,Fio,6.0,2.0
Highriver,C,Loftus-Cheek,Mil,40.0,20.0
Team SJ,C,Elmas,Nap,7.0,2.0
Highriver,C,Maldini,Laz,14.0,20.0
Team SJ,C,Luis Henrique,Int,6.0,2.0
Highriver,C,Ilkhan,Tor,1.0,20.0
Team SJ,C,Miretti,Juv,8.0,2.0
Highriver,C,Isaksen,Laz,13.0,20.0
Team SJ,C,Perrone,Com,8.0,2.0
Highriver,C,Pierotti,Lec,10.0,20.0
Team SJ,C,Baturina,Com,21.0,2.0
Highriver,C,Marchwinski,Lec,1.0,20.0
Team SJ,C,Vergara,Nap,10.0,2.0
Highriver,C,Keita M.,Par,6.0,20.0
Team SJ,A,Raspadori,Ata,16.0,2.0
Highriver,A,Pavoletti,Cag,1.0,20.0
Team SJ,A,De Ketelaere,Ata,54.0,2.0
Highriver,A,Milik,Juv,1.0,20.0
Team SJ,A,Vitinha O.,Gen,11.0,2.0
Highriver,A,Thuram,Int,105.0,20.0
Team SJ,A,Douvikas,Com,30.0,2.0
Highriver,A,Yildiz,Juv,80.0,20.0
Team SJ,A,Addai,Com,6.0,2.0
Highriver,A,Adams C.,Tor,17.0,20.0
Team SJ,A,Ratkov,Laz,15.0,2.0
Highriver,A,Dominguez B.,Bol,8.0,20.0
